,type,index,loci,true_mu,inferred_mu
0,net,1,1,0.43927359093887924,0.4367174768953088
1,net,1,2,0.5337107519952528,0.4755300875069703
2,net,1,3,1.7645070895482857,2.2840265627633616
3,net,1,4,0.5817803455927821,0.6411088181562539
4,net,1,5,3.206208753938178,2.8694289483386597
5,net,1,6,0.11247648543917321,0.08547628493218075
6,net,1,7,0.1269690893059109,0.11998550085523305
7,net,1,8,0.42823767206172914,0.42394181931413455
8,net,1,9,1.3497568050940485,1.2313573782783223
9,net,1,10,0.9463600789304268,0.8441149835856997
10,net,1,11,0.8302491519140208,0.7998595527892495
11,net,1,12,0.2850648619832994,0.34203006099489847
12,net,1,13,1.093395953573212,0.9374211059221887
13,net,1,14,1.303771050564707,1.872946938130017
14,net,1,15,0.07512286372232647,0.1114606492515177
15,net,1,16,2.7277948646422687,2.398248911421758
16,net,1,17,3.107062152078922,3.025261406657705
17,net,1,18,0.3744190676345325,0.45080066454005263
18,net,1,19,3.5549012363152865,3.2108835040555204
19,net,1,20,1.1053078034687651,0.945021933113949
20,net,1,21,1.7712609608326193,1.7276255234976636
21,net,1,22,0.14951367915196806,0.1047455807719677
22,net,1,23,0.06665736210528228,0.11743671536743171
23,net,1,24,0.5946963088239551,0.6276097402372268
24,net,1,25,0.3846959380248924,0.3906187683894832
25,net,1,26,0.13727440926299322,0.1378420405325736
26,net,1,27,0.33703793715242797,0.27210736280378534
27,net,1,28,0.5301718512302568,0.5324699783584522
28,net,1,29,1.7069716352858126,1.7068989480214272
29,net,1,30,2.092751101825245,2.4911032458514915
30,net,1,31,0.6919467233204891,0.7983283302713505
31,net,1,32,1.260649189060317,1.2571546322919633
32,net,1,33,2.197239986842899,1.4762088598899203
33,net,1,34,0.08474788336543915,0.11540657549164525
34,net,1,35,1.602566712833264,2.006385103176232
35,net,1,36,0.5683724930553714,0.5911848788593468
36,net,1,37,0.4781989109842774,0.39104996197293285
37,net,1,38,0.16397323911686906,0.17030031437351795
38,net,1,39,0.5094970529167437,0.44107042202317176
39,net,1,40,0.5774495721093015,0.5650981281972085
40,net,1,41,0.460834429777839,0.38151833373127136
41,net,1,42,0.20476370243513528,0.20976824149165962
42,net,1,43,0.20550617089953108,0.18026792477681222
43,net,1,44,1.3128437230275949,1.2011851140329086
44,net,1,45,1.3749193721537596,1.441096845527185
45,net,1,46,0.630711046134304,0.6857660441466048
46,net,1,47,0.15985613940033416,0.20853394657186075
47,net,1,48,0.7532915999841628,0.687941905314103
48,net,1,49,2.004846963091482,2.433632729985406
49,net,1,50,0.29405380959456057,0.24934096837988537
50,net,1,51,0.1306107211756087,0.11623791913526844
51,net,1,52,0.23925366146202448,0.2525129449898758
52,net,1,53,1.0893639159888755,1.2173453853819882
53,net,1,54,0.6868666296439766,0.6784033679891811
54,net,1,55,2.014794383781463,2.1876910507898333
55,net,1,56,0.3036536995141352,0.33847074217665757
56,net,1,57,2.030071588450879,1.951580346560366
57,net,1,58,0.6016850370993821,0.5978293674958266
58,net,1,59,1.1987556273221793,1.1762109570596864
59,net,1,60,0.22235435013532065,0.20497841405777414
60,net,1,61,1.99067052516431,1.9393186170481123
61,net,1,62,0.08594535247126142,0.08865348281964387
62,net,1,63,0.8734373464076585,0.7311179698013379
63,net,1,64,1.0784577618554159,0.9764337996782372
64,net,1,65,1.901879105874846,1.9310278758569694
65,net,1,66,0.8150516042995657,0.8597689774129053
66,net,1,67,0.25475577474172506,0.2166696265419187
67,net,1,68,0.39596363388261113,0.4371856149265547
68,net,1,69,0.8603359943077568,0.9367630635099996
69,net,1,70,1.2021642070791454,1.0692545516858838
70,net,1,71,0.40162083315497055,0.41445394701737365
71,net,1,72,3.3864259747830623,3.6933620282749913
72,net,1,73,1.1285300901243946,1.263245261391262
73,net,1,74,0.18230102308143192,0.20053596110498487
74,net,1,75,0.4344883870596652,0.4513722473362906
75,net,1,76,0.3277689560414723,0.3514880497711672
76,net,1,77,1.7496246205385264,1.8470634455349086
77,net,1,78,0.4425078776625577,0.392152566445461
78,net,1,79,0.8153785945416084,0.8643891889516686
79,net,1,80,0.3662461700922965,0.28183867233170223
80,net,1,81,0.1246019158896809,0.15198147948751467
81,net,1,82,0.9697391502346895,0.888500089511376
82,net,1,83,3.37180682980662,3.7345346115766254
83,net,1,84,0.5444730609202885,0.5886329150076461
84,net,1,85,2.0022766112937367,2.103804397901506
85,net,1,86,0.45648494301837644,0.5563340901839036
86,net,1,87,3.4635954784284393,3.1277373412719562
87,net,1,88,0.9999192558116201,1.1013010154326306
88,net,1,89,0.2682530590979336,0.20796733336161963
89,net,1,90,1.3790199953488147,1.3317786295611203
90,net,1,91,0.9992318813668607,0.9101759652742192
91,net,1,92,0.21369388012205448,0.1553070777802169
92,net,1,93,1.3093254484804708,1.2854602637347508
93,net,1,94,1.2013544833460323,1.1651856335463238
94,net,1,95,0.6583579133591435,0.7687888515109151
95,net,1,96,0.8267055994108566,0.939791113767252
96,net,1,97,1.9285193446476536,1.9434997537137497
97,net,1,98,3.6834410464790404,3.117235094642254
98,net,1,99,0.6309688915595923,0.6782528474813803
99,net,1,100,0.503598191098863,0.4710563003357303
100,net,2,1,1.48586901215359,1.6151279614295015
101,net,2,2,0.3089172325072378,0.33002942310682926
102,net,2,3,0.005806629755667238,0.01732394463579437
103,net,2,4,0.09672561382425432,0.14061493021022195
104,net,2,5,1.0999864539952564,0.936022049283126
105,net,2,6,0.026463801265228508,0.030916315072191086
106,net,2,7,0.28093120475168765,0.3898262825096426
107,net,2,8,1.3051338794721599,1.1616513596067766
108,net,2,9,0.4989849284975256,0.4510363651624311
109,net,2,10,1.0174716893716014,1.0016907650227915
110,net,2,11,0.6806348461215387,0.8753339162255899
111,net,2,12,1.5156385873222726,1.4091685577846107
112,net,2,13,7.195714252368379,7.105205658236389
113,net,2,14,0.154373526716661,0.24863906812172357
114,net,2,15,1.9595788214660885,1.8122251622390515
115,net,2,16,0.36584603151821365,0.39732369108718874
116,net,2,17,0.236838180357596,0.3203506509128425
117,net,2,18,1.0292112584074569,1.1602060336576983
118,net,2,19,0.7462151685083325,0.7141015646548624
119,net,2,20,0.4292483986265156,0.3865925021319867
120,net,2,21,1.7448826485833149,1.6695153117922155
121,net,2,22,0.07630213029179866,0.12343842925014151
122,net,2,23,0.03821333298006644,0.022397564927520666
123,net,2,24,2.5593481019737307,2.478746128132962
124,net,2,25,0.6064671876392673,0.5365869032033824
125,net,2,26,1.750661187383216,1.7623722883173596
126,net,2,27,0.4715505971989686,0.4532780914190817
127,net,2,28,0.23738199133566387,0.26767113883111593
128,net,2,29,0.04210607314671376,0.07442328535598329
129,net,2,30,0.6862842770075371,0.8355652099558292
130,net,2,31,1.225349471162423,1.0671112848465643
131,net,2,32,0.5744998535368014,0.483774698622522
132,net,2,33,0.9657265632549613,1.0795882483993215
133,net,2,34,0.367946057673258,0.33044338361846437
134,net,2,35,0.48053847272123074,0.5076039885297524
135,net,2,36,1.3205271085920125,1.6134341309177522
136,net,2,37,0.1487281230240386,0.14163534620705254
137,net,2,38,0.8477666592479625,0.9171136910198221
138,net,2,39,1.6696157364479052,1.5232802173724926
139,net,2,40,1.1543519324685203,1.183434866274996
140,net,2,41,0.04669381663519833,0.06263538848616668
141,net,2,42,0.8431047820731714,0.7794946188008689
142,net,2,43,1.6032431079068488,1.692173351122466
143,net,2,44,0.3070099403338846,0.2636514124846565
144,net,2,45,0.3752757939603295,0.3319902054370468
145,net,2,46,0.24065867918529124,0.24792590712178061
146,net,2,47,1.029103797080474,1.2103837494377758
147,net,2,48,1.3301313997226565,1.3871717165036999
148,net,2,49,0.40182959890783093,0.4880017373798022
149,net,2,50,1.0838708382610334,1.3305871504070894
150,net,2,51,0.1155750953569817,0.13172588228569024
151,net,2,52,0.8295908837116792,0.6708587362120264
152,net,2,53,0.9956958426529569,0.9929823835154722
153,net,2,54,0.8121655257754884,0.9241995051575994
154,net,2,55,0.3106648187787927,0.3502241701169598
155,net,2,56,1.9368707983863742,1.8144848186550824
156,net,2,57,0.20171560643982397,0.25313940772818566
157,net,2,58,0.28263831175296267,0.30550133694969406
158,net,2,59,1.8624656320374073,1.8272325660451993
159,net,2,60,0.42636222624785874,0.4406770357938048
160,net,2,61,0.3826203755784083,0.33340908425862265
161,net,2,62,0.19758262936273469,0.23247025107291377
162,net,2,63,0.9184252036107381,1.068069105284403
163,net,2,64,0.06143769694494926,0.033185756334560446
164,net,2,65,1.761261747865832,1.537217986899758
165,net,2,66,0.5796089082256249,0.5853746687841109
166,net,2,67,2.345543597664489,2.1760532368549015
167,net,2,68,0.6081112264655418,0.6750566294162026
168,net,2,69,1.1472973740965495,1.2066923616412752
169,net,2,70,0.023534224055403185,0.04944282545405897
170,net,2,71,0.40918539351115435,0.4810547719960787
171,net,2,72,2.070136370137483,2.4068022139837106
172,net,2,73,1.7276830948710142,1.695436775158077
173,net,2,74,4.492503233095226,5.220386096345847
174,net,2,75,0.03769254357514692,0.05011494700019816
175,net,2,76,3.2107895008415053,2.9814667381880846
176,net,2,77,0.639412861490436,0.6029291665745925
177,net,2,78,0.031736849928663366,0.04948152481021179
178,net,2,79,0.3085513863384025,0.35112040384727194
179,net,2,80,2.0155374872386167,1.8415239414820783
180,net,2,81,2.603757149011842,2.304549444924383
181,net,2,82,1.863241942571196,1.7974825306102806
182,net,2,83,1.2078379123167007,1.4177083290694081
183,net,2,84,0.1782688383846518,0.18915887129800718
184,net,2,85,0.3723794739718161,0.43028129289888883
185,net,2,86,0.2638364026870814,0.21307601089574313
186,net,2,87,0.35468796518522466,0.337539626444214
187,net,2,88,2.696319766911035,2.7957231441472445
188,net,2,89,0.6068532198195863,0.5732400207098566
189,net,2,90,1.5227021370525182,1.6740446362166919
190,net,2,91,2.7558683108174766,2.032864026371492
191,net,2,92,0.34602064357337314,0.38821497565457225
192,net,2,93,1.3878219058893864,1.2223598299017266
193,net,2,94,0.1839381857849251,0.15444863989196955
194,net,2,95,3.549034128746359,3.5494598352897433
195,net,2,96,2.1234558222559747,1.633437303023153
196,net,2,97,0.5515241353867291,0.5234432987507287
197,net,2,98,1.6108917627265276,1.6245468023890839
198,net,2,99,0.27795238617652707,0.31920999224477287
199,net,2,100,0.13245268794943463,0.16208141615433866
200,net,3,1,0.6013416691668277,0.6272065954105027
201,net,3,2,0.8482713360537129,0.688963907182631
202,net,3,3,0.9467537247907628,0.9858289733790552
203,net,3,4,0.1713904594426754,0.16688403673845942
204,net,3,5,1.0828400642846538,1.1116438488802052
205,net,3,6,1.5877496917485956,1.8234134927360959
206,net,3,7,0.22519975372819362,0.25082023018272376
207,net,3,8,1.8891082370384769,1.8799544849939087
208,net,3,9,1.6972263442780218,1.5057778089554499
209,net,3,10,0.34313534562906073,0.43787444476483456
210,net,3,11,0.9256883834809561,1.1917979816355986
211,net,3,12,1.8095770688050683,1.7570766844637864
212,net,3,13,0.31729709495637015,0.30185769883636626
213,net,3,14,2.556850990816894,2.3617041901115674
214,net,3,15,0.4340837696697875,0.44110650042985955
215,net,3,16,2.1001982225258917,2.1151732917175416
216,net,3,17,2.2754871582311624,2.0370785891925283
217,net,3,18,1.449795365579256,1.7167908148708795
218,net,3,19,1.127852153583562,1.0026530903778093
219,net,3,20,1.6804643912454085,1.5286262123441463
220,net,3,21,0.688290340322538,0.5233086007844164
221,net,3,22,1.3105732126490652,1.3963294873177754
222,net,3,23,0.443214701989691,0.5486476069683048
223,net,3,24,0.21805249138835292,0.2970959182824078
224,net,3,25,0.023741148143761503,0.01994444585688563
225,net,3,26,0.964579862445766,0.8622677016663883
